cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-12-22,950.00,30410000.00,934.52,11929438.58,9929438.58
dig-03,Castello,2025-12-22,292.65,19493500.00,278.62,5531400.00,1980595.00
dig-07,Fanaco,2025-12-22,677.50,20700000.00,656.31,2300680.00,1714363.00
dig-09,Garcia (M. Francese),2025-12-22,190.00,61000000.00,170.00,6000000.00,0.00
dig-17,Piana Degli Albanesi,2025-12-22,609.00,25000000.00,599.33,5752203.50,3752203.50
dig-12,Leone,2025-12-22,828.00,4150000.00,822.23,1669000.00,419000.00
dig-18,Poma,2025-12-22,195.60,72300000.00,176.51,14892500.00,6638888.00
dig-20,Prizzi,2025-12-22,638.00,9250000.00,626.89,1361873.33,11873.33
dig-21,Ragoleto,2025-12-22,326.00,17160198.00,310.51,4861367.00,1361079.00
dig-22,Rosamarina,2025-12-22,164.00,73034250.00,140.94,14750187.00,5764339.00
dig-25,Santa Rosalia,2025-12-22,378.05,20000000.00,366.26,8956780.00,3916800.00
dig-26,Scanzano,2025-12-22,517.00,7312775.00,511.51,3326069.00,2286592.00
dig-31,Gammauta,2025-12-22,500.00,2000000.00,497.41,1704959.78,203487.78
