cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-11-14,950.0,30410000.0,936.14,13302291.67,11302291.67
dig-03,Castello,2025-11-14,292.65,19493500.0,277.5,4823000.0,1254504.0
dig-07,Fanaco,2025-11-14,677.5,20700000.0,656.32,2304038.0,1717721.0
dig-09,Garcia (M. Francese),2025-11-14,190.0,61000000.0,170.39,6468000.0,468000.0
dig-17,Piana Degli Albanesi,2025-11-14,609.0,25000000.0,599.94,6416208.88,4416208.88
dig-12,Leone,2025-11-14,828.0,4150000.0,822.51,1753000.0,503000.0
dig-18,Poma,2025-11-14,195.6,72300000.0,177.04,15820000.0,7645506.0
dig-20,Prizzi,2025-11-14,638.0,9250000.0,626.71,1304702.81,0.0
dig-21,Ragoleto,2025-11-14,326.0,17160198.0,310.49,4828911.0,1328623.0
dig-22,Rosamarina,2025-11-14,164.0,73034250.0,142.17,16592809.0,7649628.0
dig-25,Santa Rosalia,2025-11-14,378.05,20000000.0,366.65,9240815.0,4195259.0
dig-26,Scanzano,2025-11-14,517.0,7312775.0,512.61,3990006.0,2929500.0
dig-31,Gammauta,2025-11-14,500.0,2000000.0,497.98,1772442.18,270970.18
