cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-03-28,950.00,30410000.00,948.68,26196140.03,24196140.03
dig-03,Castello,2025-03-28,292.65,19493500.00,283.80,9528000.00,5950687.00
dig-07,Fanaco,2025-03-28,677.50,20700000.00,661.30,4341805.00,3755488.00
dig-09,Garcia (M. Francese),2025-03-28,190.00,61000000.00,177.25,18200000.00,12200000.00
dig-17,Piana Degli Albanesi,2025-03-28,609.00,25000000.00,602.35,9575990.23,7575990.23
dig-12,Leone,2025-03-28,828.00,4150000.00,826.60,3420000.00,2170000.00
dig-18,Poma,2025-03-28,195.60,72300000.00,182.11,26302500.00,18093275.00
dig-20,Prizzi,2025-03-28,638.00,9250000.00,632.28,3738372.55,2238372.55
dig-21,Ragoleto,2025-03-28,326.00,17160198.00,316.50,8734708.00,5234420.00
dig-22,Rosamarina,2025-03-28,164.00,73034250.00,143.85,19271717.00,10304665.00
dig-25,Santa Rosalia,2025-03-28,378.05,21080000.00,370.96,12771821.00,7706265.00
dig-26,Scanzano,2025-03-28,517.00,7312775.00,516.16,6571541.00,5525448.00
