cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-05-20,950.00,30410000.00,948.05,25521609.11,23521609.11
dig-03,Castello,2025-05-20,292.65,19493500.00,283.94,9651200.00,6029459.00
dig-07,Fanaco,2025-05-20,677.50,20700000.00,663.19,5350158.00,4763841.00
dig-09,Garcia (M. Francese),2025-05-20,190.00,61000000.00,178.17,20442000.00,14442000.00
dig-17,Piana Degli Albanesi,2025-05-20,609.00,25000000.00,603.15,11759820.38,9759820.38
dig-12,Leone,2025-05-20,828.00,4150000.00,826.44,3348000.00,2098000.00
dig-18,Poma,2025-05-20,195.60,72300000.00,183.12,29080000.00,20725420.00
dig-20,Prizzi,2025-05-20,638.00,9250000.00,633.09,4219003.23,2719003.23
dig-21,Ragoleto,2025-05-20,326.00,17160198.00,317.22,9277119.00,5776831.00
dig-22,Rosamarina,2025-05-20,164.00,73034250.00,146.44,23807146.00,14772300.00
dig-25,Santa Rosalia,2025-05-20,378.05,20000000.00,371.48,13249691.00,8156635.00
dig-26,Scanzano,2025-05-20,517.00,7312775.00,516.87,7195070.00,6120812.00
