cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-24,950.00,30410000.00,947.38,24804250.83,22804250.83
dig-03,Castello,2025-06-24,292.65,19493500.00,283.50,9264000.00,5546095.00
dig-07,Fanaco,2025-06-24,677.50,20700000.00,662.44,4933315.00,4346998.00
dig-09,Garcia (M. Francese),2025-06-24,190.00,61000000.00,177.59,19016000.00,13016000.00
dig-17,Piana Degli Albanesi,2025-06-24,609.00,25000000.00,602.90,11156193.53,9156193.53
dig-12,Leone,2025-06-24,828.00,4150000.00,826.32,3294000.00,2044000.00
dig-18,Poma,2025-06-24,195.60,72300000.00,182.21,26577500.00,17971607.00
dig-20,Prizzi,2025-06-24,638.00,9250000.00,632.90,4103274.64,2603274.64
dig-21,Ragoleto,2025-06-24,326.00,17160198.00,316.64,8838955.00,5338667.00
dig-22,Rosamarina,2025-06-24,164.00,73034250.00,145.93,22870710.00,13697214.00
dig-25,Santa Rosalia,2025-06-24,378.05,20000000.00,370.83,12654897.00,7419741.00
dig-26,Scanzano,2025-06-24,517.00,7312775.00,516.21,6614388.00,5477082.00
