cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-03-13,950.00,30410000.00,948.18,25660798.03,23660798.03
dig-03,Castello,2025-03-13,292.65,19493500.00,283.71,9448800.00,5905893.50
dig-07,Fanaco,2025-03-13,677.50,20700000.00,660.50,3964106.00,3377789.00
dig-09,Garcia (M. Francese),2025-03-13,190.00,61000000.00,177.28,18272000.00,12272000.00
dig-17,Piana Degli Albanesi,2025-03-13,609.00,25000000.00,602.22,9342967.11,7342967.11
dig-12,Leone,2025-03-13,828.00,4150000.00,826.72,3474000.00,2224000.00
dig-18,Poma,2025-03-13,195.60,72300000.00,182.20,26550000.00,18445387.71
dig-20,Prizzi,2025-03-13,638.00,9250000.00,632.08,3624900.34,2124900.34
dig-21,Ragoleto,2025-03-13,326.00,17160198.00,316.09,8429411.00,4929123.00
dig-22,Rosamarina,2025-03-13,164.00,73034250.00,143.73,19074327.86,10156639.50
dig-25,Santa Rosalia,2025-03-13,378.05,21080000.00,370.49,12349288.92,7326232.92
dig-26,Scanzano,2025-03-13,517.00,7312775.00,516.29,6683288.55,5649870.91
