cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-12-09,950.00,30410000.00,934.97,12300519.00,10300519.00
dig-03,Castello,2025-12-09,292.65,19493500.00,277.97,5109700.00,1580048.00
dig-07,Fanaco,2025-12-09,677.50,20700000.00,656.10,2233059.00,1646742.00
dig-09,Garcia (M. Francese),2025-12-09,190.00,61000000.00,170.07,6084000.00,84000.00
dig-17,Piana Degli Albanesi,2025-12-09,609.00,25000000.00,599.58,6027214.00,4027214.00
dig-12,Leone,2025-12-09,828.00,4150000.00,821.26,1378000.00,128000.00
dig-18,Poma,2025-12-09,195.60,72300000.00,176.73,15277500.00,7150694.00
dig-20,Prizzi,2025-12-09,638.00,9250000.00,626.72,1307849.00,0.00
dig-21,Ragoleto,2025-12-09,326.00,17160198.00,310.45,4828911.00,1328623.00
dig-22,Rosamarina,2025-12-09,164.00,73034250.00,141.29,15261308.00,6334222.00
dig-25,Santa Rosalia,2025-12-09,378.05,20000000.00,366.33,9007337.00,3997069.00
dig-26,Scanzano,2025-12-09,517.00,7312775.00,511.87,3536356.00,2506247.00
dig-31,Gammauta,2025-12-09,500.00,2000000.00,496.20,1588171.50,86699.50
