cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-09-30,950.0,30410000.0,938.62,15601695.56,13601695.56
dig-03,Castello,2025-09-30,292.65,19493500.0,276.74,4382400.0,705450.0
dig-07,Fanaco,2025-09-30,677.5,20700000.0,657.14,2580333.0,1994016.0
dig-09,Garcia (M. Francese),2025-09-30,190.0,61000000.0,172.12,8656000.0,2656000.0
dig-17,Piana Degli Albanesi,2025-09-30,609.0,25000000.0,600.74,7364488.64,5364488.64
dig-12,Leone,2025-09-30,828.0,4150000.0,824.68,2572000.0,1322000.0
dig-18,Poma,2025-09-30,195.6,72300000.0,178.28,17990000.0,9455624.0
dig-20,Prizzi,2025-09-30,638.0,9250000.0,626.92,1371522.41,0.0
dig-21,Ragoleto,2025-09-30,326.0,17160198.0,310.65,4937099.0,1436811.0
dig-22,Rosamarina,2025-09-30,164.0,73034250.0,143.08,18016565.0,8923862.0
dig-25,Santa Rosalia,2025-09-30,378.05,20000000.0,367.32,9740598.0,4560042.0
dig-26,Scanzano,2025-09-30,517.0,7312775.0,513.76,4750153.0,3623020.0
