cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-15,950.00,30410000.00,947.38,24804250.83,22804250.83
dig-03,Castello,2025-06-15,292.65,19493500.00,283.60,9352000.00,5738798.00
dig-07,Fanaco,2025-06-15,677.50,20700000.00,662.76,5108937.00,4522620.00
dig-09,Garcia (M. Francese),2025-06-15,190.00,61000000.00,177.82,19568000.00,13568000.00
dig-17,Piana Degli Albanesi,2025-06-15,609.00,25000000.00,602.90,11156193.53,9156193.53
dig-12,Leone,2025-06-15,828.00,4150000.00,826.30,3285000.00,2035000.00
dig-18,Poma,2025-06-15,195.60,72300000.00,182.48,27320000.00,19017054.00
dig-20,Prizzi,2025-06-15,638.00,9250000.00,632.90,4103274.64,2603274.64
dig-21,Ragoleto,2025-06-15,326.00,17160198.00,317.00,9107028.00,5606740.00
dig-22,Rosamarina,2025-06-15,164.00,73034250.00,146.08,23142884.00,14121973.00
dig-25,Santa Rosalia,2025-06-15,378.05,20000000.00,371.00,12807797.00,7699941.00
dig-26,Scanzano,2025-06-15,517.00,7312775.00,516.37,6752603.00,5673579.00
