cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-09-08,950.00,30410000.00,939.90,16874341.24,14874341.24
dig-03,Castello,2025-09-08,292.65,19493500.00,277.18,4628800.00,1036075.00
dig-07,Fanaco,2025-09-08,677.50,20700000.00,657.84,2830566.00,2244249.00
dig-09,Garcia (M. Francese),2025-09-08,190.00,61000000.00,173.60,10820000.00,4820000.00
dig-17,Piana Degli Albanesi,2025-09-08,609.00,25000000.00,601.21,7965005.86,5965005.86
dig-12,Leone,2025-09-08,828.00,4150000.00,825.61,2974500.00,1724500.00
dig-18,Poma,2025-09-08,195.60,72300000.00,179.05,19337500.00,11070312.00
dig-20,Prizzi,2025-09-08,638.00,9250000.00,627.18,1456648.49,0.00
dig-21,Ragoleto,2025-09-08,326.00,17160198.00,312.24,5849467.00,2349179.00
dig-22,Rosamarina,2025-09-08,164.00,73034250.00,143.79,19172913.00,10192399.00
dig-25,Santa Rosalia,2025-09-08,378.05,20000000.00,367.99,10258209.00,5177653.00
dig-26,Scanzano,2025-09-08,517.00,7312775.00,514.31,5134931.00,4060993.00
