cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-01-27,950.00,30410000.00,940.79,17786439.00,15786439.00
dig-03,Castello,2026-01-27,292.65,19493500.00,283.43,9202400.00,5661230.00
dig-07,Fanaco,2026-01-27,677.50,20700000.00,661.10,4243189.00,3656872.00
dig-09,Garcia (M. Francese),2026-01-27,190.00,61000000.00,171.90,8370000.00,2370000.00
dig-17,Piana Degli Albanesi,2026-01-27,609.00,25000000.00,601.00,8027442.00,6027442.00
dig-12,Leone,2026-01-27,828.00,4150000.00,826.95,3577500.00,2327500.00
dig-18,Poma,2026-01-27,195.60,72300000.00,178.00,17500000.00,9412528.00
dig-20,Prizzi,2026-01-27,638.00,9250000.00,630.72,2909440.00,1559440.00
dig-21,Ragoleto,2026-01-27,326.00,17160198.00,315.98,8348098.00,4847810.00
dig-22,Rosamarina,2026-01-27,164.00,73034250.00,143.11,18064341.00,9144754.00
dig-25,Santa Rosalia,2026-01-27,378.05,20000000.00,372.98,14713696.00,9688140.00
dig-26,Scanzano,2026-01-27,517.00,7312775.00,513.66,4681755.00,3645684.00
dig-31,Gammauta,2026-01-27,500.00,2000000.00,497.32,1694808.00,193336.00
