cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-08-11,950.00,30410000.00,943.14,20266090.20,18266090.20
dig-03,Castello,2025-08-11,292.65,19493500.00,278.93,5739100.00,2125607.00
dig-07,Fanaco,2025-08-11,677.50,20700000.00,659.64,3562714.00,2976397.00
dig-09,Garcia (M. Francese),2025-08-11,190.00,61000000.00,175.45,14035000.00,8035000.00
dig-17,Piana Degli Albanesi,2025-08-11,609.00,25000000.00,601.91,9081381.96,7081381.96
dig-12,Leone,2025-08-11,828.00,4150000.00,825.98,3141000.00,1891000.00
dig-18,Poma,2025-08-11,195.60,72300000.00,180.15,21375000.00,13048620.00
dig-20,Prizzi,2025-08-11,638.00,9250000.00,630.08,2604085.72,1104085.72
dig-21,Ragoleto,2025-08-11,326.00,17160198.00,313.79,6827146.00,3326858.00
dig-22,Rosamarina,2025-08-11,164.00,73034250.00,144.62,20563487.00,11548595.00
dig-25,Santa Rosalia,2025-08-11,378.05,20000000.00,369.11,11160912.00,6055356.00
dig-26,Scanzano,2025-08-11,517.00,7312775.00,514.98,5620525.00,4535714.00
