cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-01-04,950.00,30410000.00,934.59,11986615.11,9986615.11
dig-03,Castello,2026-01-04,292.65,19493500.00,279.83,6316900.00,2766095.00
dig-07,Fanaco,2026-01-04,677.50,20700000.00,657.26,2622207.00,2035890.00
dig-09,Garcia (M. Francese),2026-01-04,190.00,61000000.00,170.00,6000000.00,0.00
dig-17,Piana Degli Albanesi,2026-01-04,609.00,25000000.00,599.22,5652961.70,3652961.70
dig-12,Leone,2026-01-04,828.00,4150000.00,823.93,2272000.00,1022000.00
dig-18,Poma,2026-01-04,195.60,72300000.00,176.39,14682500.00,6428888.00
dig-20,Prizzi,2026-01-04,638.00,9250000.00,627.18,1456648.49,106648.49
dig-21,Ragoleto,2026-01-04,326.00,17160198.00,310.83,5034469.00,1534181.00
dig-22,Rosamarina,2026-01-04,164.00,73034250.00,140.83,14591622.00,5605774.00
dig-25,Santa Rosalia,2026-01-04,378.05,20000000.00,366.77,9329371.00,4289391.00
dig-26,Scanzano,2026-01-04,517.00,7312775.00,511.25,3179475.00,2139998.00
dig-31,Gammauta,2026-01-04,500.00,2000000.00,495.78,1561021.90,59549.90
