cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-02-18,950.00,30410000.00,948.48,26517345.20,24517345.20
dig-03,Castello,2026-02-18,292.65,19493500.00,292.65,19493500.00,15945946.00
dig-07,Fanaco,2026-02-18,677.50,20700000.00,672.38,12489832.00,11903515.00
dig-17,Piana Degli Albanesi,2026-02-18,609.00,25000000.00,605.13,15726144.00,13726144.00
dig-12,Leone,2026-02-18,828.00,4150000.00,827.54,3919680.00,2669680.00
dig-18,Poma,2026-02-18,195.60,72300000.00,187.47,41410000.00,33348238.00
dig-20,Prizzi,2026-02-18,638.00,9250000.00,637.54,7379170.00,6029170.00
dig-21,Ragoleto,2026-02-18,326.00,17160198.00,320.93,12315842.00,8815554.00
dig-22,Rosamarina,2026-02-18,164.00,73034250.00,155.46,44626792.00,35733325.00
dig-25,Santa Rosalia,2026-02-18,378.05,20000000.00,378.62,21227001.00,16183986.00
dig-26,Scanzano,2026-02-18,517.00,7312775.00,519.57,9947270.00,8910173.00
dig-31,Gammauta,2026-02-18,500.00,2000000.00,498.82,1877353.00,375881.00
