cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-03-26,950.00,30410000.00,948.24,25725039.07,23725039.07
dig-03,Castello,2025-03-26,292.65,19493500.00,283.80,9528000.00,5950687.00
dig-07,Fanaco,2025-03-26,677.50,20700000.00,661.20,4292343.00,3706026.00
dig-09,Garcia (M. Francese),2025-03-26,190.00,61000000.00,177.25,18200000.00,12200000.00
dig-17,Piana Degli Albanesi,2025-03-26,609.00,25000000.00,602.15,9218400.50,7218400.50
dig-12,Leone,2025-03-26,828.00,4150000.00,826.59,3415500.00,2165500.00
dig-18,Poma,2025-03-26,195.60,72300000.00,182.04,26110000.00,17900775.42
dig-20,Prizzi,2025-03-26,638.00,9250000.00,632.22,3704115.76,2204115.76
dig-21,Ragoleto,2025-03-26,326.00,17160198.00,316.38,8645353.00,5078048.00
dig-22,Rosamarina,2025-03-26,164.00,73034250.00,143.80,19189365.27,10222313.55
dig-25,Santa Rosalia,2025-03-26,378.05,21080000.00,370.83,12654897.30,7589341.30
dig-26,Scanzano,2025-03-26,517.00,7312775.00,516.06,6486399.95,5440306.67
