cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-01-29,950.00,30410000.00,941.82,18863904.00,16863904.00
dig-03,Castello,2026-01-29,292.65,19493500.00,284.92,10578400.00,7037230.00
dig-07,Fanaco,2026-01-29,677.50,20700000.00,663.43,5487454.00,4901137.00
dig-09,Garcia (M. Francese),2026-01-29,190.00,61000000.00,172.83,9579000.00,3579000.00
dig-17,Piana Degli Albanesi,2026-01-29,609.00,25000000.00,601.47,8720034.80,6720034.80
dig-12,Leone,2026-01-29,828.00,4150000.00,827.90,4132800.00,2882800.00
dig-18,Poma,2026-01-29,195.60,72300000.00,178.88,19040000.00,10952528.00
dig-20,Prizzi,2026-01-29,638.00,9250000.00,631.88,3513478.50,2163478.50
dig-21,Ragoleto,2026-01-29,326.00,17160198.00,316.11,8444304.00,4944016.00
dig-22,Rosamarina,2026-01-29,164.00,73034250.00,144.00,19521984.00,10602397.00
dig-25,Santa Rosalia,2026-01-29,378.05,20000000.00,373.49,15222301.00,10196745.00
dig-26,Scanzano,2026-01-29,517.00,7312775.00,514.90,5561566.00,4525495.00
dig-31,Gammauta,2026-01-29,500.00,2000000.00,499.30,1937981.60,436509.60
