cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-01,950.00,30410000.00,947.88,25339592.83,23339592.83
dig-03,Castello,2025-06-01,292.65,19493500.00,283.81,9536800.00,5877312.00
dig-07,Fanaco,2025-06-01,677.50,20700000.00,663.13,5316207.00,4729890.00
dig-09,Garcia (M. Francese),2025-06-01,190.00,61000000.00,178.08,20208000.00,14208000.00
dig-17,Piana Degli Albanesi,2025-06-01,609.00,25000000.00,603.01,11588709.54,9588709.54
dig-12,Leone,2025-06-01,828.00,4150000.00,826.37,3316500.00,2066500.00
dig-18,Poma,2025-06-01,195.60,72300000.00,182.88,28420000.00,19947226.00
dig-20,Prizzi,2025-06-01,638.00,9250000.00,633.05,4194482.36,2694482.36
dig-21,Ragoleto,2025-06-01,326.00,17160198.00,317.21,9269387.00,5769099.00
dig-22,Rosamarina,2025-06-01,164.00,73034250.00,146.34,23621828.16,14531475.13
dig-25,Santa Rosalia,2025-06-01,378.05,20000000.00,371.33,13111598.96,7981042.96
dig-26,Scanzano,2025-06-01,517.00,7312775.00,516.68,7025044.24,5932947.50
