cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-08-23,950.00,30410000.00,940.83,17827903.14,15827903.14
dig-03,Castello,2025-08-23,292.65,19493500.00,277.51,4829100.00,1163110.00
dig-07,Fanaco,2025-08-23,677.50,20700000.00,658.70,3165842.00,2579525.00
dig-09,Garcia (M. Francese),2025-08-23,190.00,61000000.00,174.91,12865000.00,6865000.00
dig-17,Piana Degli Albanesi,2025-08-23,609.00,25000000.00,601.59,8570291.71,6570291.71
dig-12,Leone,2025-08-23,828.00,4150000.00,825.96,3132000.00,1882000.00
dig-18,Poma,2025-08-23,195.60,72300000.00,179.66,20405000.00,11915430.00
dig-20,Prizzi,2025-08-23,638.00,9250000.00,628.50,1931753.50,431753.50
dig-21,Ragoleto,2025-08-23,326.00,17160198.00,313.11,6385771.00,2885484.00
dig-22,Rosamarina,2025-08-23,164.00,73034250.00,144.31,20039447.00,10951271.00
dig-25,Santa Rosalia,2025-08-23,378.05,20000000.00,368.60,10742095.00,5574039.00
dig-26,Scanzano,2025-08-23,517.00,7312775.00,514.75,5451743.00,4334897.00
