cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-08-06,950.00,30410000.00,944.50,21720686.10,19720686.10
dig-03,Castello,2025-08-06,292.65,19493500.00,279.29,5976700.00,2415703.00
dig-07,Fanaco,2025-08-06,677.50,20700000.00,660.16,3796091.00,3209774.00
dig-09,Garcia (M. Francese),2025-08-06,190.00,61000000.00,175.75,14725000.00,8725000.00
dig-17,Piana Degli Albanesi,2025-08-06,609.00,25000000.00,601.97,9312164.25,7312164.25
dig-12,Leone,2025-08-06,828.00,4150000.00,826.04,3168000.00,1918000.00
dig-18,Poma,2025-08-06,195.60,72300000.00,180.37,21925000.00,13761810.00
dig-20,Prizzi,2025-08-06,638.00,9250000.00,631.26,3182053.67,1682053.67
dig-21,Ragoleto,2025-08-06,326.00,17160198.00,314.12,7045544.00,3545256.00
dig-22,Rosamarina,2025-08-06,164.00,73034250.00,144.78,20840277.00,11898668.00
dig-25,Santa Rosalia,2025-08-06,378.05,20000000.00,369.36,11370579.00,6327523.00
dig-26,Scanzano,2025-08-06,517.00,7312775.00,515.07,5688291.00,4635514.00
