cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-04-08,950.00,30410000.00,949.24,26795723.07,24795723.07
dig-03,Castello,2025-04-08,292.65,19493500.00,283.97,9677600.00,6121735.00
dig-07,Fanaco,2025-04-08,677.50,20700000.00,662.28,4846750.00,4260433.00
dig-09,Garcia (M. Francese),2025-04-08,190.00,61000000.00,177.86,19664000.00,13664000.00
dig-17,Piana Degli Albanesi,2025-04-08,609.00,25000000.00,603.26,11266500.35,9266500.35
dig-12,Leone,2025-04-08,828.00,4150000.00,826.89,3550000.00,2300000.00
dig-18,Poma,2025-04-08,195.60,72300000.00,183.46,30015000.00,21827555.00
dig-20,Prizzi,2025-04-08,638.00,9250000.00,633.07,4206731.69,2706731.69
dig-21,Ragoleto,2025-04-08,326.00,17160198.00,316.86,9002773.00,5502485.00
dig-22,Rosamarina,2025-04-08,164.00,73034250.00,145.70,22456878.00,13526841.00
dig-25,Santa Rosalia,2025-04-08,378.05,21080000.00,371.45,13222072.00,8183090.00
dig-26,Scanzano,2025-04-08,517.00,7312775.00,517.36,7644669.00,6603777.00
