cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-08-18,950.00,30410000.00,941.62,18653184.39,16653184.39
dig-03,Castello,2025-08-18,292.65,19493500.00,277.98,5115800.00,1449810.40
dig-07,Fanaco,2025-08-18,677.50,20700000.00,659.02,3297744.00,2711427.00
dig-09,Garcia (M. Francese),2025-08-18,190.00,61000000.00,175.14,13322000.00,7322000.00
dig-17,Piana Degli Albanesi,2025-08-18,609.00,25000000.00,601.74,8809666.09,6809666.09
dig-12,Leone,2025-08-18,828.00,4150000.00,825.96,3132000.00,1882000.00
dig-18,Poma,2025-08-18,195.60,72300000.00,179.92,20860000.00,12370430.00
dig-20,Prizzi,2025-08-18,638.00,9250000.00,629.26,2241257.92,741257.92
dig-21,Ragoleto,2025-08-18,326.00,17160198.00,313.35,6541550.00,3041262.00
dig-22,Rosamarina,2025-08-18,164.00,73034250.00,144.46,20292147.59,11203971.90
dig-25,Santa Rosalia,2025-08-18,378.05,20000000.00,368.83,10929869.30,5761813.30
dig-26,Scanzano,2025-08-18,517.00,7312775.00,514.85,5524851.61,4408005.75
