cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-02-17,950.00,30410000.00,949.13,26677947.00,24677947.00
dig-03,Castello,2026-02-17,292.65,19493500.00,292.64,19479200.00,15931646.00
dig-07,Fanaco,2026-02-17,677.50,20700000.00,672.12,12226063.00,11639746.00
dig-17,Piana Degli Albanesi,2026-02-17,609.00,25000000.00,605.11,15566491.00,13566491.00
dig-12,Leone,2026-02-17,828.00,4150000.00,827.56,3931520.00,2681520.00
dig-18,Poma,2026-02-17,195.60,72300000.00,187.27,40810000.00,32748238.00
dig-20,Prizzi,2026-02-17,638.00,9250000.00,637.40,7273403.00,5923403.00
dig-21,Ragoleto,2026-02-17,326.00,17160198.00,320.81,12212438.00,8712150.00
dig-22,Rosamarina,2026-02-17,164.00,73034250.00,155.22,43953632.00,35060165.00
dig-25,Santa Rosalia,2026-02-17,378.05,20000000.00,378.64,21251501.00,16208486.00
dig-26,Scanzano,2026-02-17,517.00,7312775.00,519.63,10016187.00,8979090.00
dig-31,Gammauta,2026-02-17,500.00,2000000.00,499.07,1908752.00,407280.00
