cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-04-18,950.00,30410000.00,948.42,25917762.19,23917762.19
dig-03,Castello,2025-04-18,292.65,19493500.00,284.00,9704000.00,6124452.00
dig-07,Fanaco,2025-04-18,677.50,20700000.00,662.76,5108937.00,4522620.00
dig-09,Garcia (M. Francese),2025-04-18,190.00,61000000.00,177.90,19760000.00,13760000.00
dig-17,Piana Degli Albanesi,2025-04-18,609.00,25000000.00,603.44,11614835.45,9614835.45
dig-12,Leone,2025-04-18,828.00,4150000.00,826.67,3451500.00,2201500.00
dig-18,Poma,2025-04-18,195.60,72300000.00,183.47,30042500.00,21761332.00
dig-20,Prizzi,2025-04-18,638.00,9250000.00,633.22,4299278.03,2799278.03
dig-21,Ragoleto,2025-04-18,326.00,17160198.00,317.02,9122484.00,5599286.00
dig-22,Rosamarina,2025-04-18,164.00,73034250.00,145.85,22726346.74,13765453.66
dig-25,Santa Rosalia,2025-04-18,378.05,21080000.00,371.60,13362645.20,8294449.45
dig-26,Scanzano,2025-04-18,517.00,7312775.00,517.14,7440794.24,6389827.76
