cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-08-12,950.00,30410000.00,942.86,19967459.99,17967459.99
dig-03,Castello,2025-08-12,292.65,19493500.00,278.76,5625200.00,2011707.00
dig-07,Fanaco,2025-08-12,677.50,20700000.00,659.64,3562714.00,2976397.00
dig-09,Garcia (M. Francese),2025-08-12,190.00,61000000.00,175.41,13943000.00,7943000.00
dig-17,Piana Degli Albanesi,2025-08-12,609.00,25000000.00,601.88,9031657.17,7031657.17
dig-12,Leone,2025-08-12,828.00,4150000.00,825.98,3141000.00,1891000.00
dig-18,Poma,2025-08-12,195.60,72300000.00,180.10,21250000.00,12923620.00
dig-20,Prizzi,2025-08-12,638.00,9250000.00,630.08,2604085.72,1104085.72
dig-21,Ragoleto,2025-08-12,326.00,17160198.00,313.79,6827146.00,3326858.00
dig-22,Rosamarina,2025-08-12,164.00,73034250.00,144.59,20512469.00,11497577.00
dig-25,Santa Rosalia,2025-08-12,378.05,20000000.00,369.07,11127366.00,6021810.00
dig-26,Scanzano,2025-08-12,517.00,7312775.00,514.97,5613141.00,4528329.00
