cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-18,950.00,30410000.00,947.38,24804250.83,22804250.83
dig-03,Castello,2025-06-18,292.65,19493500.00,283.53,9290400.00,5624846.00
dig-07,Fanaco,2025-06-18,677.50,20700000.00,662.64,5042690.00,4456373.00
dig-09,Garcia (M. Francese),2025-06-18,190.00,61000000.00,177.68,19232000.00,13232000.00
dig-17,Piana Degli Albanesi,2025-06-18,609.00,25000000.00,602.90,11156193.53,9156193.53
dig-12,Leone,2025-06-18,828.00,4150000.00,826.28,3276000.00,2026000.00
dig-18,Poma,2025-06-18,195.60,72300000.00,182.37,27017500.00,18563080.00
dig-20,Prizzi,2025-06-18,638.00,9250000.00,632.90,4103274.64,2603274.64
dig-21,Ragoleto,2025-06-18,326.00,17160198.00,316.93,9054896.00,5554608.00
dig-22,Rosamarina,2025-06-18,164.00,73034250.00,146.04,23070132.00,13972928.00
dig-25,Santa Rosalia,2025-06-18,378.05,20000000.00,370.92,12735844.00,7564338.00
dig-26,Scanzano,2025-06-18,517.00,7312775.00,516.29,6683289.00,5575124.00
