cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-02-04,950.00,30410000.00,948.06,25532315.95,23532315.95
dig-03,Castello,2026-02-04,292.65,19493500.00,287.55,13094000.00,9572482.00
dig-07,Fanaco,2026-02-04,677.50,20700000.00,666.91,7748826.00,7162509.00
dig-09,Garcia (M. Francese),2026-02-04,190.00,61000000.00,176.44,16312000.00,10312000.00
dig-17,Piana Degli Albanesi,2026-02-04,609.00,25000000.00,602.79,11090594.00,9090594.00
dig-12,Leone,2026-02-04,828.00,4150000.00,827.53,3913760.00,2663760.00
dig-18,Poma,2026-02-04,195.60,72300000.00,182.52,27430000.00,19409413.00
dig-20,Prizzi,2026-02-04,638.00,9250000.00,633.41,4418210.60,3068210.60
dig-21,Ragoleto,2026-02-04,326.00,17160198.00,318.44,10232965.00,6732677.00
dig-22,Rosamarina,2026-02-04,164.00,73034250.00,148.87,28561678.00,19684972.00
dig-25,Santa Rosalia,2026-02-04,378.05,20000000.00,376.61,18698983.00,13697607.00
dig-26,Scanzano,2026-02-04,517.00,7312775.00,517.29,7579437.00,6553244.00
dig-31,Gammauta,2026-02-04,500.00,2000000.00,497.74,1743519.00,242047.00
