cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-25,950.00,30410000.00,947.38,24804250.83,22804250.83
dig-03,Castello,2025-06-25,292.65,19493500.00,283.39,9167200.00,5449295.00
dig-07,Fanaco,2025-06-25,677.50,20700000.00,662.40,4911595.00,4325278.00
dig-09,Garcia (M. Francese),2025-06-25,190.00,61000000.00,177.59,19016000.00,13016000.00
dig-17,Piana Degli Albanesi,2025-06-25,609.00,25000000.00,602.90,11156193.53,9156193.53
dig-12,Leone,2025-06-25,828.00,4150000.00,826.31,3289500.00,2039500.00
dig-18,Poma,2025-06-25,195.60,72300000.00,182.18,26495000.00,17889107.00
dig-20,Prizzi,2025-06-25,638.00,9250000.00,632.90,4103274.64,2603274.64
dig-21,Ragoleto,2025-06-25,326.00,17160198.00,316.59,8801724.00,5301436.00
dig-22,Rosamarina,2025-06-25,164.00,73034250.00,145.92,22852640.10,13679143.80
dig-25,Santa Rosalia,2025-06-25,378.05,20000000.00,370.81,12636909.10,7401753.10
dig-26,Scanzano,2025-06-25,517.00,7312775.00,516.18,6588659.77,5451353.75
