cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-01-01,950.00,30410000.00,934.60,11994783.18,9994783.18
dig-03,Castello,2026-01-01,292.65,19493500.00,279.83,6316900.00,2766095.00
dig-07,Fanaco,2026-01-01,677.50,20700000.00,657.20,2601225.00,2014908.00
dig-09,Garcia (M. Francese),2026-01-01,190.00,61000000.00,170.00,6000000.00,0.00
dig-17,Piana Degli Albanesi,2026-01-01,609.00,25000000.00,599.30,5741726.79,3741726.79
dig-12,Leone,2026-01-01,828.00,4150000.00,823.76,2204000.00,954000.00
dig-18,Poma,2026-01-01,195.60,72300000.00,176.39,14682500.00,6428888.00
dig-20,Prizzi,2026-01-01,638.00,9250000.00,627.16,1450008.45,100008.45
dig-21,Ragoleto,2026-01-01,326.00,17160198.00,310.77,5002012.00,1501724.00
dig-22,Rosamarina,2026-01-01,164.00,73034250.00,140.83,14591622.00,5605774.00
dig-25,Santa Rosalia,2026-01-01,378.05,20000000.00,366.77,9329371.00,4289391.00
dig-26,Scanzano,2026-01-01,517.00,7312775.00,511.25,3179475.00,2139998.00
dig-31,Gammauta,2026-01-01,500.00,2000000.00,495.50,1545505.27,44033.27
