cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-05-28,950.00,30410000.00,947.97,25435954.39,23435954.39
dig-03,Castello,2025-05-28,292.65,19493500.00,283.86,9580800.00,5921312.00
dig-07,Fanaco,2025-05-28,677.50,20700000.00,663.15,5327464.00,4741147.00
dig-09,Garcia (M. Francese),2025-05-28,190.00,61000000.00,178.09,20234000.00,14234000.00
dig-17,Piana Degli Albanesi,2025-05-28,609.00,25000000.00,603.30,11644689.70,9644689.70
dig-12,Leone,2025-05-28,828.00,4150000.00,826.40,3330000.00,2080000.00
dig-18,Poma,2025-05-28,195.60,72300000.00,182.97,28667500.00,20194726.00
dig-20,Prizzi,2025-05-28,638.00,9250000.00,633.07,4206731.69,2706731.69
dig-21,Ragoleto,2025-05-28,326.00,17160198.00,317.23,9284850.00,5784562.00
dig-22,Rosamarina,2025-05-28,164.00,73034250.00,146.39,23714375.00,14624022.00
dig-25,Santa Rosalia,2025-05-28,378.05,20000000.00,371.36,13139217.00,8008661.00
dig-26,Scanzano,2025-05-28,517.00,7312775.00,516.75,7087415.00,5995318.00
