cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-05-13,950.00,30410000.00,947.47,24900612.39,22900612.39
dig-03,Castello,2025-05-13,292.65,19493500.00,283.92,9633600.00,6049606.00
dig-07,Fanaco,2025-05-13,677.50,20700000.00,663.14,5322158.00,4735841.00
dig-09,Garcia (M. Francese),2025-05-13,190.00,61000000.00,177.69,19256000.00,13256000.00
dig-17,Piana Degli Albanesi,2025-05-13,609.00,25000000.00,603.29,11324070.97,9324070.97
dig-12,Leone,2025-05-13,828.00,4150000.00,826.44,3348000.00,2098000.00
dig-18,Poma,2025-05-13,195.60,72300000.00,183.12,29080000.00,20843613.00
dig-20,Prizzi,2025-05-13,638.00,9250000.00,633.10,4225147.24,2725147.24
dig-21,Ragoleto,2025-05-13,326.00,17160198.00,317.19,9253923.00,5753635.00
dig-22,Rosamarina,2025-05-13,164.00,73034250.00,145.86,22744367.39,13765028.38
dig-25,Santa Rosalia,2025-05-13,378.05,21080000.00,371.55,13315374.10,8259818.10
dig-26,Scanzano,2025-05-13,517.00,7312775.00,516.66,7007281.97,5950862.60
