cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-12-28,950.00,30410000.00,934.62,12011199.27,10011199.27
dig-03,Castello,2025-12-28,292.65,19493500.00,279.64,6197200.00,2646395.00
dig-07,Fanaco,2025-12-28,677.50,20700000.00,657.10,2575455.00,1989138.00
dig-09,Garcia (M. Francese),2025-12-28,190.00,61000000.00,170.06,6060000.00,60000.00
dig-17,Piana Degli Albanesi,2025-12-28,609.00,25000000.00,599.33,5767934.54,3767934.54
dig-12,Leone,2025-12-28,828.00,4150000.00,823.58,2132000.00,882000.00
dig-18,Poma,2025-12-28,195.60,72300000.00,176.45,14787500.00,6533888.00
dig-20,Prizzi,2025-12-28,638.00,9250000.00,627.12,1436773.00,86773.00
dig-21,Ragoleto,2025-12-28,326.00,17160198.00,310.51,4861367.00,1361079.00
dig-22,Rosamarina,2025-12-28,164.00,73034250.00,140.88,14663617.00,5677769.00
dig-25,Santa Rosalia,2025-12-28,378.05,20000000.00,366.69,9270334.00,4230354.00
dig-26,Scanzano,2025-12-28,517.00,7312775.00,511.39,3257963.00,2218485.00
dig-31,Gammauta,2025-12-28,500.00,2000000.00,497.25,1687012.00,185540.00
