cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-05-09,950.00,30410000.00,947.54,24975560.27,22975560.27
dig-03,Castello,2025-05-09,292.65,19493500.00,283.95,9660000.00,6113753.00
dig-07,Fanaco,2025-05-09,677.50,20700000.00,663.12,5310478.00,4724161.00
dig-09,Garcia (M. Francese),2025-05-09,190.00,61000000.00,177.77,19448000.00,13448000.00
dig-17,Piana Degli Albanesi,2025-05-09,609.00,25000000.00,603.26,11266500.35,9266500.35
dig-12,Leone,2025-05-09,828.00,4150000.00,826.47,3361500.00,2111500.00
dig-18,Poma,2025-05-09,195.60,72300000.00,183.20,29300000.00,21181807.00
dig-20,Prizzi,2025-05-09,638.00,9250000.00,633.27,4330388.09,2830388.09
dig-21,Ragoleto,2025-05-09,326.00,17160198.00,317.17,9238460.00,5738172.00
dig-22,Rosamarina,2025-05-09,164.00,73034250.00,145.90,22816521.00,13892689.00
dig-25,Santa Rosalia,2025-05-09,378.05,21080000.00,371.60,13362645.00,8344589.00
dig-26,Scanzano,2025-05-09,517.00,7312775.00,516.72,7060646.00,6022065.00
