cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-04-11,950.00,30410000.00,948.88,26410276.83,24410276.83
dig-03,Castello,2025-04-11,292.65,19493500.00,284.01,9712800.00,6156934.50
dig-07,Fanaco,2025-04-11,677.50,20700000.00,662.46,4944194.00,4357877.00
dig-09,Garcia (M. Francese),2025-04-11,190.00,61000000.00,177.91,19784000.00,13784000.00
dig-17,Piana Degli Albanesi,2025-04-11,609.00,25000000.00,603.44,11614835.45,9614835.45
dig-12,Leone,2025-04-11,828.00,4150000.00,826.81,3514500.00,2264500.00
dig-18,Poma,2025-04-11,195.60,72300000.00,183.49,30097500.00,21910054.50
dig-20,Prizzi,2025-04-11,638.00,9250000.00,633.11,4231296.70,2731296.70
dig-21,Ragoleto,2025-04-11,326.00,17160198.00,316.93,9054896.00,5554608.00
dig-22,Rosamarina,2025-04-11,164.00,73034250.00,145.76,22564475.90,13634438.85
dig-25,Santa Rosalia,2025-04-11,378.05,21080000.00,371.52,13287011.44,8248028.94
dig-26,Scanzano,2025-04-11,517.00,7312775.00,517.29,7579437.26,6538545.60
