cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-08-10,950.00,30410000.00,943.41,20554432.70,18554432.70
dig-03,Castello,2025-08-10,292.65,19493500.00,279.05,5819500.00,2258503.00
dig-07,Fanaco,2025-08-10,677.50,20700000.00,659.88,3668870.00,3082553.00
dig-09,Garcia (M. Francese),2025-08-10,190.00,61000000.00,175.49,14127000.00,8127000.00
dig-17,Piana Degli Albanesi,2025-08-10,609.00,25000000.00,601.93,9112552.44,7112552.44
dig-12,Leone,2025-08-10,828.00,4150000.00,826.01,3154500.00,1904500.00
dig-18,Poma,2025-08-10,195.60,72300000.00,180.21,21525000.00,13361810.00
dig-20,Prizzi,2025-08-10,638.00,9250000.00,630.28,2697277.98,1197277.98
dig-21,Ragoleto,2025-08-10,326.00,17160198.00,313.98,6950471.00,3450183.00
dig-22,Rosamarina,2025-08-10,164.00,73034250.00,144.66,20631615.00,11690006.00
dig-25,Santa Rosalia,2025-08-10,378.05,20000000.00,369.16,11202846.00,6159790.00
dig-26,Scanzano,2025-08-10,517.00,7312775.00,515.00,5636368.00,4583591.00
