cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-11-16,950.0,30410000.0,936.0,13179610.09,11179610.09
dig-03,Castello,2025-11-16,292.65,19493500.0,277.54,4847400.0,1278904.0
dig-07,Fanaco,2025-11-16,677.5,20700000.0,656.22,2271588.0,1685271.0
dig-09,Garcia (M. Francese),2025-11-16,190.0,61000000.0,170.25,6300000.0,300000.0
dig-17,Piana Degli Albanesi,2025-11-16,609.0,25000000.0,599.88,6344532.03,4344532.03
dig-12,Leone,2025-11-16,828.0,4150000.0,822.37,1711000.0,461000.0
dig-18,Poma,2025-11-16,195.6,72300000.0,176.94,15645000.0,7470506.0
dig-20,Prizzi,2025-11-16,638.0,9250000.0,626.7,1301559.48,0.0
dig-21,Ragoleto,2025-11-16,326.0,17160198.0,310.49,4828911.0,1328623.0
dig-22,Rosamarina,2025-11-16,164.0,73034250.0,142.03,16366485.0,7423305.0
dig-25,Santa Rosalia,2025-11-16,378.05,20000000.0,366.57,9181778.0,4136222.0
dig-26,Scanzano,2025-11-16,517.0,7312775.0,512.49,3914452.0,2853947.0
dig-31,Gammauta,2025-11-16,500.0,2000000.0,498.07,1783432.96,281960.96
