cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-04-15,950.00,30410000.00,948.93,26463811.03,24463811.03
dig-03,Castello,2025-04-15,292.65,19493500.00,284.01,9712800.00,6133252.00
dig-07,Fanaco,2025-04-15,677.50,20700000.00,662.65,5048193.00,4461876.00
dig-09,Garcia (M. Francese),2025-04-15,190.00,61000000.00,177.89,19736000.00,13736000.00
dig-17,Piana Degli Albanesi,2025-04-15,609.00,25000000.00,603.30,11343292.70,9343292.70
dig-12,Leone,2025-04-15,828.00,4150000.00,826.71,3469500.00,2219500.00
dig-18,Poma,2025-04-15,195.60,72300000.00,183.48,30070000.00,21788832.00
dig-20,Prizzi,2025-04-15,638.00,9250000.00,633.18,4274486.27,2774486.27
dig-21,Ragoleto,2025-04-15,326.00,17160198.00,316.99,9099574.00,5599286.00
dig-22,Rosamarina,2025-04-15,164.00,73034250.00,145.83,22690326.00,13729433.00
dig-25,Santa Rosalia,2025-04-15,378.05,21080000.00,371.58,13343737.00,8275541.00
dig-26,Scanzano,2025-04-15,517.00,7312775.00,517.20,7496067.00,6445100.00
