cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-05-21,950.00,30410000.00,948.06,25532315.95,23532315.95
dig-03,Castello,2025-05-21,292.65,19493500.00,283.93,9642400.00,6020659.00
dig-07,Fanaco,2025-05-21,677.50,20700000.00,663.20,5355840.00,4769523.00
dig-09,Garcia (M. Francese),2025-05-21,190.00,61000000.00,178.15,20390000.00,14390000.00
dig-17,Piana Degli Albanesi,2025-05-21,609.00,25000000.00,603.11,11742954.42,9742954.42
dig-12,Leone,2025-05-21,828.00,4150000.00,826.44,3348000.00,2098000.00
dig-18,Poma,2025-05-21,195.60,72300000.00,183.09,28997500.00,20642920.00
dig-20,Prizzi,2025-05-21,638.00,9250000.00,633.09,4219003.23,2719003.23
dig-21,Ragoleto,2025-05-21,326.00,17160198.00,317.22,9277119.00,5776831.00
dig-22,Rosamarina,2025-05-21,164.00,73034250.00,146.44,23807146.00,14772300.08
dig-25,Santa Rosalia,2025-05-21,378.05,20000000.00,371.47,13240485.00,8147429.00
dig-26,Scanzano,2025-05-21,517.00,7312775.00,516.85,7177063.00,6102805.00
