cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-07-03,950.00,30410000.00,947.38,24804250.83,22804250.83
dig-03,Castello,2025-07-03,292.65,19493500.00,282.32,8260800.00,4700679.75
dig-07,Fanaco,2025-07-03,677.50,20700000.00,662.36,4889928.00,4303611.00
dig-09,Garcia (M. Francese),2025-07-03,190.00,61000000.00,177.48,18752000.00,12752000.00
dig-17,Piana Degli Albanesi,2025-07-03,609.00,25000000.00,602.90,11156193.53,9156193.53
dig-12,Leone,2025-07-03,828.00,4150000.00,826.31,3289500.00,2039500.00
dig-18,Poma,2025-07-03,195.60,72300000.00,181.90,25750000.00,17571553.86
dig-20,Prizzi,2025-07-03,638.00,9250000.00,632.90,4103274.64,2603274.64
dig-21,Ragoleto,2025-07-03,326.00,17160198.00,316.19,8503874.00,5003586.00
dig-22,Rosamarina,2025-07-03,164.00,73034250.00,145.72,22492715.53,13557213.28
dig-25,Santa Rosalia,2025-07-03,378.05,20000000.00,370.62,12466021.20,7408132.70
dig-26,Scanzano,2025-07-03,517.00,7312775.00,516.00,6403883.44,5338815.74
