cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-08-13,950.00,30410000.00,942.58,19669332.28,17669332.28
dig-03,Castello,2025-08-13,292.65,19493500.00,278.58,5504600.00,1891107.00
dig-07,Fanaco,2025-08-13,677.50,20700000.00,659.50,3501756.00,2915439.00
dig-09,Garcia (M. Francese),2025-08-13,190.00,61000000.00,175.37,13851000.00,7851000.00
dig-17,Piana Degli Albanesi,2025-08-13,609.00,25000000.00,601.85,8982676.74,6982676.74
dig-12,Leone,2025-08-13,828.00,4150000.00,825.97,3136500.00,1886500.00
dig-18,Poma,2025-08-13,195.60,72300000.00,180.08,21200000.00,12873620.00
dig-20,Prizzi,2025-08-13,638.00,9250000.00,629.96,2549021.78,1049021.78
dig-21,Ragoleto,2025-08-13,326.00,17160198.00,313.79,6827146.00,3326858.00
dig-22,Rosamarina,2025-08-13,164.00,73034250.00,144.55,20444500.00,11429608.00
dig-25,Santa Rosalia,2025-08-13,378.05,20000000.00,369.03,11093819.00,5988263.00
dig-26,Scanzano,2025-08-13,517.00,7312775.00,514.95,5598384.00,4513573.00
