cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-08-22,950.00,30410000.00,940.90,17900503.78,15900503.78
dig-03,Castello,2025-08-22,292.65,19493500.00,277.63,4902300.00,1236310.40
dig-07,Fanaco,2025-08-22,677.50,20700000.00,658.78,3198503.00,2612186.00
dig-09,Garcia (M. Francese),2025-08-22,190.00,61000000.00,174.95,12925000.00,6925000.00
dig-17,Piana Degli Albanesi,2025-08-22,609.00,25000000.00,601.62,8618236.16,6618236.16
dig-12,Leone,2025-08-22,828.00,4150000.00,825.96,3132000.00,1882000.00
dig-18,Poma,2025-08-22,195.60,72300000.00,179.70,20475000.00,11985430.00
dig-20,Prizzi,2025-08-22,638.00,9250000.00,628.66,1994926.50,494926.50
dig-21,Ragoleto,2025-08-22,326.00,17160198.00,313.11,6385771.00,2885484.00
dig-22,Rosamarina,2025-08-22,164.00,73034250.00,144.33,20073077.51,10984901.83
dig-25,Santa Rosalia,2025-08-22,378.05,20000000.00,368.64,10774751.40,5606695.40
dig-26,Scanzano,2025-08-22,517.00,7312775.00,514.77,5466330.59,4349484.74
