cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-02-22,950.00,30410000.00,948.32,25810693.70,23810693.70
dig-03,Castello,2026-02-22,292.65,19493500.00,292.73,19607900.00,16060346.00
dig-07,Fanaco,2026-02-22,677.50,20700000.00,673.02,13157325.00,12571008.00
dig-17,Piana Degli Albanesi,2026-02-22,609.00,25000000.00,605.43,16351047.00,14351047.00
dig-12,Leone,2026-02-22,828.00,4150000.00,827.52,3907840.00,2657840.00
dig-18,Poma,2026-02-22,195.60,72300000.00,188.20,43620000.00,35558238.00
dig-20,Prizzi,2026-02-22,638.00,9250000.00,638.11,7727518.60,6377518.60
dig-21,Ragoleto,2026-02-22,326.00,17160198.00,321.13,12491827.00,8991529.00
dig-22,Rosamarina,2026-02-22,164.00,73034250.00,156.49,47584119.00,38690652.00
dig-25,Santa Rosalia,2026-02-22,378.05,20000000.00,378.58,21178001.00,16134985.00
dig-26,Scanzano,2026-02-22,517.00,7312775.00,518.89,9184077.00,8146980.00
dig-31,Gammauta,2026-02-22,500.00,2000000.00,499.35,1944389.66,442917.66
