cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-04-04,950.00,30410000.00,949.42,26988446.19,24988446.19
dig-03,Castello,2025-04-04,292.65,19493500.00,283.91,9624800.00,6092617.25
dig-07,Fanaco,2025-04-04,677.50,20700000.00,661.96,4676461.00,4090144.00
dig-09,Garcia (M. Francese),2025-04-04,190.00,61000000.00,177.86,19664000.00,13664000.00
dig-17,Piana Degli Albanesi,2025-04-04,609.00,25000000.00,603.34,11420382.39,9420382.39
dig-12,Leone,2025-04-04,828.00,4150000.00,826.99,3595500.00,2345500.00
dig-18,Poma,2025-04-04,195.60,72300000.00,183.37,29767500.00,21673777.25
dig-20,Prizzi,2025-04-04,638.00,9250000.00,633.00,4163953.50,2663953.50
dig-21,Ragoleto,2025-04-04,326.00,17160198.00,316.72,8898525.00,5398237.00
dig-22,Rosamarina,2025-04-04,164.00,73034250.00,145.49,22082332.35,13183151.32
dig-25,Santa Rosalia,2025-04-04,378.05,21080000.00,371.31,13093186.72,8083417.47
dig-26,Scanzano,2025-04-04,517.00,7312775.00,517.43,7710243.67,6679426.84
