cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-23,950.00,30410000.00,947.38,24804250.83,22804250.83
dig-03,Castello,2025-06-23,292.65,19493500.00,283.52,9281600.00,5563695.00
dig-07,Fanaco,2025-06-23,677.50,20700000.00,662.46,4944194.00,4357877.00
dig-09,Garcia (M. Francese),2025-06-23,190.00,61000000.00,177.62,19088000.00,13088000.00
dig-17,Piana Degli Albanesi,2025-06-23,609.00,25000000.00,602.90,11156193.53,9156193.53
dig-12,Leone,2025-06-23,828.00,4150000.00,826.32,3294000.00,2044000.00
dig-18,Poma,2025-06-23,195.60,72300000.00,182.24,26660000.00,18054107.00
dig-20,Prizzi,2025-06-23,638.00,9250000.00,632.90,4103274.64,2603274.64
dig-21,Ragoleto,2025-06-23,326.00,17160198.00,316.68,8868740.00,5368452.00
dig-22,Rosamarina,2025-06-23,164.00,73034250.00,145.96,22924964.89,13751468.59
dig-25,Santa Rosalia,2025-06-23,378.05,20000000.00,370.86,12681879.60,7446723.60
dig-26,Scanzano,2025-06-23,517.00,7312775.00,516.22,6622977.21,5485671.18
