cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-08-14,950.00,30410000.00,942.32,19393084.05,17393084.05
dig-03,Castello,2025-08-14,292.65,19493500.00,278.40,5384000.00,1770507.00
dig-07,Fanaco,2025-08-14,677.50,20700000.00,659.42,3467229.00,2880912.00
dig-09,Garcia (M. Francese),2025-08-14,190.00,61000000.00,175.31,13713000.00,7713000.00
dig-17,Piana Degli Albanesi,2025-08-14,609.00,25000000.00,601.82,8933212.07,6933212.07
dig-12,Leone,2025-08-14,828.00,4150000.00,825.97,3136500.00,1886500.00
dig-18,Poma,2025-08-14,195.60,72300000.00,180.04,21100000.00,12773620.00
dig-20,Prizzi,2025-08-14,638.00,9250000.00,629.83,2490048.76,990048.76
dig-21,Ragoleto,2025-08-14,326.00,17160198.00,313.56,6677857.00,3177569.00
dig-22,Rosamarina,2025-08-14,164.00,73034250.00,144.53,20410594.00,11395702.00
dig-25,Santa Rosalia,2025-08-14,378.05,20000000.00,368.98,11052331.00,5946775.00
dig-26,Scanzano,2025-08-14,517.00,7312775.00,514.92,5576281.00,4491469.00
