cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-02-06,950.00,30410000.00,948.71,26228260.00,24228260.00
dig-03,Castello,2026-02-06,292.65,19493500.00,288.21,13781300.00,10259782.00
dig-07,Fanaco,2026-02-06,677.50,20700000.00,667.26,8006317.00,7420000.00
dig-09,Garcia (M. Francese),2026-02-06,190.00,61000000.00,176.79,17117000.00,11117000.00
dig-17,Piana Degli Albanesi,2026-02-06,609.00,25000000.00,602.88,11240140.98,9240140.98
dig-12,Leone,2026-02-06,828.00,4150000.00,827.57,3937440.00,2687440.00
dig-18,Poma,2026-02-06,195.60,72300000.00,182.82,28255000.00,20234413.00
dig-20,Prizzi,2026-02-06,638.00,9250000.00,633.87,4716802.00,3366802.00
dig-21,Ragoleto,2026-02-06,326.00,17160198.00,318.57,10337193.00,6836905.00
dig-22,Rosamarina,2026-02-06,164.00,73034250.00,149.43,29731141.00,20854435.00
dig-25,Santa Rosalia,2026-02-06,378.05,20000000.00,377.33,19578122.00,14576746.00
dig-26,Scanzano,2026-02-06,517.00,7312775.00,517.27,7560862.00,6534669.00
dig-31,Gammauta,2026-02-06,500.00,2000000.00,497.45,1709524.00,208052.00
