cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-02-14,950.00,30410000.00,948.69,26206846.87,24206846.87
dig-03,Castello,2026-02-14,292.65,19493500.00,291.10,17449000.00,13914464.00
dig-07,Fanaco,2026-02-14,677.50,20700000.00,670.35,10540820.00,9954503.00
dig-17,Piana Degli Albanesi,2026-02-14,609.00,25000000.00,604.22,13479425.00,11479425.00
dig-12,Leone,2026-02-14,828.00,4150000.00,827.54,3919680.00,2669680.00
dig-18,Poma,2026-02-14,195.60,72300000.00,185.03,34332500.00,26291326.00
dig-20,Prizzi,2026-02-14,638.00,9250000.00,635.95,6181556.83,4831556.83
dig-21,Ragoleto,2026-02-14,326.00,17160198.00,319.96,11481159.00,7980871.00
dig-22,Rosamarina,2026-02-14,164.00,73034250.00,152.54,36885532.00,28000445.00
dig-25,Santa Rosalia,2026-02-14,378.05,20000000.00,378.63,21239251.00,16217056.00
dig-26,Scanzano,2026-02-14,517.00,7312775.00,518.46,8720123.00,7688478.00
dig-31,Gammauta,2026-02-14,500.00,2000000.00,498.40,1824372.78,322900.78
