cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-09-14,950.00,30410000.00,939.59,16561734.43,14561734.43
dig-03,Castello,2025-09-14,292.65,19493500.00,277.02,4539200.00,946475.00
dig-07,Fanaco,2025-09-14,677.50,20700000.00,657.60,2742961.00,2156644.00
dig-09,Garcia (M. Francese),2025-09-14,190.00,61000000.00,172.89,9657000.00,3657000.00
dig-17,Piana Degli Albanesi,2025-09-14,609.00,25000000.00,601.07,7784819.70,5784819.70
dig-12,Leone,2025-09-14,828.00,4150000.00,825.40,2880000.00,1630000.00
dig-18,Poma,2025-09-14,195.60,72300000.00,178.85,18987500.00,10720312.00
dig-20,Prizzi,2025-09-14,638.00,9250000.00,627.09,1426885.80,0.00
dig-21,Ragoleto,2025-09-14,326.00,17160198.00,311.76,5564361.00,2064073.00
dig-22,Rosamarina,2025-09-14,164.00,73034250.00,143.59,18845159.00,9864645.00
dig-25,Santa Rosalia,2025-09-14,378.05,20000000.00,367.77,10086802.00,5006246.00
dig-26,Scanzano,2025-09-14,517.00,7312775.00,514.18,5042967.00,3969029.00
