cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-11,950.00,30410000.00,947.53,24964853.43,22964853.43
dig-03,Castello,2025-06-11,292.65,19493500.00,283.68,9422400.00,5809198.00
dig-07,Fanaco,2025-06-11,677.50,20700000.00,662.91,5192401.00,4606084.00
dig-09,Garcia (M. Francese),2025-06-11,190.00,61000000.00,177.89,19736000.00,13736000.00
dig-17,Piana Degli Albanesi,2025-06-11,609.00,25000000.00,602.97,11280955.42,9280955.42
dig-12,Leone,2025-06-11,828.00,4150000.00,826.32,3294000.00,2044000.00
dig-18,Poma,2025-06-11,195.60,72300000.00,182.59,27622500.00,19319554.00
dig-20,Prizzi,2025-06-11,638.00,9250000.00,632.94,4127486.79,2627486.79
dig-21,Ragoleto,2025-06-11,326.00,17160198.00,317.05,9145679.00,5645391.00
dig-22,Rosamarina,2025-06-11,164.00,73034250.00,146.17,23309007.00,14288097.00
dig-25,Santa Rosalia,2025-06-11,378.05,20000000.00,371.12,12918270.00,7810414.00
dig-26,Scanzano,2025-06-11,517.00,7312775.00,516.47,6839821.00,5760797.00
