cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-04-28,950.00,30410000.00,947.71,25157576.55,23157576.55
dig-03,Castello,2025-04-28,292.65,19493500.00,284.01,9712800.00,6109569.00
dig-07,Fanaco,2025-04-28,677.50,20700000.00,662.98,5231600.00,4645283.00
dig-09,Garcia (M. Francese),2025-04-28,190.00,61000000.00,177.88,19712000.00,13712000.00
dig-17,Piana Degli Albanesi,2025-04-28,609.00,25000000.00,603.31,11362531.73,9362531.73
dig-12,Leone,2025-04-28,828.00,4150000.00,826.56,3402000.00,2102000.00
dig-18,Poma,2025-04-28,195.60,72300000.00,183.35,29712500.00,21337609.00
dig-20,Prizzi,2025-04-28,638.00,9250000.00,633.27,4330388.09,2830388.09
dig-21,Ragoleto,2025-04-28,326.00,17160198.00,317.14,9215265.00,5714977.00
dig-22,Rosamarina,2025-04-28,164.00,73034250.00,145.92,22852640.00,13860891.00
dig-25,Santa Rosalia,2025-04-28,378.05,21080000.00,371.66,13419371.00,8321962.00
dig-26,Scanzano,2025-04-28,517.00,7312775.00,516.88,7204083.00,6143042.00
