cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-09-21,950.00,30410000.00,939.14,16112920.80,14112920.80
dig-03,Castello,2025-09-21,292.65,19493500.00,276.85,4444000.00,809162.00
dig-07,Fanaco,2025-09-21,677.50,20700000.00,657.45,2689265.00,2102948.00
dig-09,Garcia (M. Francese),2025-09-21,190.00,61000000.00,172.23,8799000.00,2799000.00
dig-17,Piana Degli Albanesi,2025-09-21,609.00,25000000.00,600.93,7562868.17,5562868.17
dig-12,Leone,2025-09-21,828.00,4150000.00,825.07,2731500.00,1481500.00
dig-18,Poma,2025-09-21,195.60,72300000.00,178.56,18480000.00,10079218.00
dig-20,Prizzi,2025-09-21,638.00,9250000.00,627.00,1397431.98,0.00
dig-21,Ragoleto,2025-09-21,326.00,17160198.00,311.40,5357919.00,1856631.00
dig-22,Rosamarina,2025-09-21,164.00,73034250.00,143.36,18471345.00,9434736.00
dig-25,Santa Rosalia,2025-09-21,378.05,20000000.00,367.54,9907604.00,4777048.00
dig-26,Scanzano,2025-09-21,517.00,7312775.00,514.00,4916799.00,3816264.00
