cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-12-24,950.0,30410000.0,934.61,12002991.22,10002991.22
dig-03,Castello,2025-12-24,292.65,19493500.0,279.16,5893200.0,2342395.0
dig-07,Fanaco,2025-12-24,677.5,20700000.0,656.9,2497666.0,1911349.0
dig-09,Garcia (M. Francese),2025-12-24,190.0,61000000.0,170.05,6050000.0,50000.0
dig-17,Piana Degli Albanesi,2025-12-24,609.0,25000000.0,599.33,5760068.5,3760068.5
dig-12,Leone,2025-12-24,828.0,4150000.0,823.07,1928000.0,678000.0
dig-18,Poma,2025-12-24,195.6,72300000.0,176.5,14875000.0,6621388.0
dig-20,Prizzi,2025-12-24,638.0,9250000.0,627.02,1403949.35,53949.35
dig-21,Ragoleto,2025-12-24,326.0,17160198.0,310.51,4861367.0,1361079.0
dig-22,Rosamarina,2025-12-24,164.0,73034250.0,140.91,14706877.0,5721029.0
dig-25,Santa Rosalia,2025-12-24,378.05,20000000.0,366.3,8985670.0,3945690.0
dig-26,Scanzano,2025-12-24,517.0,7312775.0,511.49,3314665.0,2275188.0
dig-31,Gammauta,2025-12-24,500.0,2000000.0,498.24,1804397.6,302925.6
