cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-02-15,950.00,30410000.00,948.52,26024830.60,24024830.60
dig-03,Castello,2026-02-15,292.65,19493500.00,291.70,18220000.00,14685464.00
dig-07,Fanaco,2026-02-15,677.50,20700000.00,671.04,11177817.00,10591500.00
dig-17,Piana Degli Albanesi,2026-02-15,609.00,25000000.00,604.50,14082251.60,12082251.60
dig-12,Leone,2026-02-15,828.00,4150000.00,827.83,4091360.00,2841360.00
dig-18,Poma,2026-02-15,195.60,72300000.00,185.46,35515000.00,27473826.00
dig-20,Prizzi,2026-02-15,638.00,9250000.00,636.45,6557164.00,5207164.00
dig-21,Ragoleto,2026-02-15,326.00,17160198.00,319.96,11481159.00,7980871.00
dig-22,Rosamarina,2026-02-15,164.00,73034250.00,152.80,37532395.00,28647308.00
dig-25,Santa Rosalia,2026-02-15,378.05,20000000.00,378.62,21227001.00,16204805.00
dig-26,Scanzano,2026-02-15,517.00,7312775.00,518.79,9074808.00,8043163.00
dig-31,Gammauta,2026-02-15,500.00,2000000.00,499.12,1915077.75,413605.75
