cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-05-12,950.00,30410000.00,947.49,24922026.07,22922026.07
dig-03,Castello,2025-05-12,292.65,19493500.00,283.91,9624800.00,6040806.00
dig-07,Fanaco,2025-05-12,677.50,20700000.00,663.13,5316136.00,4729819.00
dig-09,Garcia (M. Francese),2025-05-12,190.00,61000000.00,177.77,19448000.00,13448000.00
dig-17,Piana Degli Albanesi,2025-05-12,609.00,25000000.00,603.24,11228194.00,9228194.00
dig-12,Leone,2025-05-12,828.00,4150000.00,826.44,3348000.00,2098000.00
dig-18,Poma,2025-05-12,195.60,72300000.00,183.15,29162500.00,20926113.00
dig-20,Prizzi,2025-05-12,638.00,9250000.00,633.15,4255946.18,2755946.18
dig-21,Ragoleto,2025-05-12,326.00,17160198.00,317.19,9253923.00,5753635.00
dig-22,Rosamarina,2025-05-12,164.00,73034250.00,145.87,22762395.00,13783056.00
dig-25,Santa Rosalia,2025-05-12,378.05,21080000.00,371.56,13324828.00,8269272.00
dig-26,Scanzano,2025-05-12,517.00,7312775.00,516.68,7025044.00,5968625.00
