cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-12,950.00,30410000.00,947.50,24932732.90,22932732.90
dig-03,Castello,2025-06-12,292.65,19493500.00,283.66,9404800.00,5791598.00
dig-07,Fanaco,2025-06-12,677.50,20700000.00,662.88,5175650.00,4589333.00
dig-09,Garcia (M. Francese),2025-06-12,190.00,61000000.00,177.82,19568000.00,13568000.00
dig-17,Piana Degli Albanesi,2025-06-12,609.00,25000000.00,602.95,11244335.35,9244335.35
dig-12,Leone,2025-06-12,828.00,4150000.00,826.31,3289500.00,2039500.00
dig-18,Poma,2025-06-12,195.60,72300000.00,182.57,27567500.00,19264554.00
dig-20,Prizzi,2025-06-12,638.00,9250000.00,632.93,4121426.38,2621426.38
dig-21,Ragoleto,2025-06-12,326.00,17160198.00,317.05,9122484.00,5622196.00
dig-22,Rosamarina,2025-06-12,164.00,73034250.00,146.15,23272379.00,14251469.00
dig-25,Santa Rosalia,2025-06-12,378.05,20000000.00,371.10,12899858.00,7792002.00
dig-26,Scanzano,2025-06-12,517.00,7312775.00,516.44,6813587.00,5734563.00
