cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-08-21,950.00,30410000.00,940.97,17962861.23,15962861.23
dig-03,Castello,2025-08-21,292.65,19493500.00,277.72,4957200.00,1291210.00
dig-07,Fanaco,2025-08-21,677.50,20700000.00,658.87,3235501.00,2649184.00
dig-09,Garcia (M. Francese),2025-08-21,190.00,61000000.00,175.00,13000000.00,7000000.00
dig-17,Piana Degli Albanesi,2025-08-21,609.00,25000000.00,601.64,8648819.34,6648819.34
dig-12,Leone,2025-08-21,828.00,4150000.00,825.97,3136500.00,1886500.00
dig-18,Poma,2025-08-21,195.60,72300000.00,179.74,20545000.00,12055430.00
dig-20,Prizzi,2025-08-21,638.00,9250000.00,628.83,2068228.76,568228.76
dig-21,Ragoleto,2025-08-21,326.00,17160198.00,313.18,6431207.00,2930919.00
dig-22,Rosamarina,2025-08-21,164.00,73034250.00,144.35,20106706.00,11018530.00
dig-25,Santa Rosalia,2025-08-21,378.05,20000000.00,368.68,10807408.00,5639352.00
dig-26,Scanzano,2025-08-21,517.00,7312775.00,514.79,5480935.00,4364089.00
