cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-03-08,950.00,30410000.00,948.41,25907055.35,23907055.35
dig-03,Castello,2025-03-08,292.65,19493500.00,283.59,9343200.00,5817496.75
dig-07,Fanaco,2025-03-08,677.50,20700000.00,660.09,3763905.00,3177588.00
dig-09,Garcia (M. Francese),2025-03-08,190.00,61000000.00,177.25,18200000.00,12200000.00
dig-17,Piana Degli Albanesi,2025-03-08,609.00,25000000.00,602.17,9253924.69,7253924.69
dig-12,Leone,2025-03-08,828.00,4150000.00,826.70,3465000.00,2215000.00
dig-18,Poma,2025-03-08,195.60,72300000.00,182.16,26440000.00,18387693.86
dig-20,Prizzi,2025-03-08,638.00,9250000.00,631.96,3557804.44,2057804.44
dig-21,Ragoleto,2025-03-08,326.00,17160198.00,315.67,8126495.00,4626207.00
dig-22,Rosamarina,2025-03-08,164.00,73034250.00,143.63,18910511.28,10017504.60
dig-25,Santa Rosalia,2025-03-08,378.05,21080000.00,370.06,11970756.48,6968950.48
dig-26,Scanzano,2025-03-08,517.00,7312775.00,516.31,6700578.75,5673498.93
