cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-12-19,950.00,30410000.00,934.60,11994783.18,9994783.18
dig-03,Castello,2025-12-19,292.65,19493500.00,278.44,5410800.00,1870571.00
dig-07,Fanaco,2025-12-19,677.50,20700000.00,656.24,2278055.00,1691738.00
dig-09,Garcia (M. Francese),2025-12-19,190.00,61000000.00,170.00,6000000.00,0.00
dig-17,Piana Degli Albanesi,2025-12-19,609.00,25000000.00,599.40,5829186.30,3829186.30
dig-12,Leone,2025-12-19,828.00,4150000.00,821.89,1567000.00,317000.00
dig-18,Poma,2025-12-19,195.60,72300000.00,176.58,15015000.00,6824791.00
dig-20,Prizzi,2025-12-19,638.00,9250000.00,626.88,1358664.90,8664.90
dig-21,Ragoleto,2025-12-19,326.00,17160198.00,310.49,4850549.00,1350261.00
dig-22,Rosamarina,2025-12-19,164.00,73034250.00,141.00,14836956.00,5880488.00
dig-25,Santa Rosalia,2025-12-19,378.05,20000000.00,366.21,8920667.00,3895543.00
dig-26,Scanzano,2025-12-19,517.00,7312775.00,511.60,3378505.00,2343711.00
dig-31,Gammauta,2025-12-19,500.00,2000000.00,497.81,1751890.00,250418.00
