cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2026-02-20,950.00,30410000.00,948.47,25971269.39,23971269.39
dig-03,Castello,2026-02-20,292.65,19493500.00,292.68,19536400.00,15988846.00
dig-07,Fanaco,2026-02-20,677.50,20700000.00,672.58,12695643.00,12109326.00
dig-17,Piana Degli Albanesi,2026-02-20,609.00,25000000.00,605.18,15906012.90,13906012.90
dig-12,Leone,2026-02-20,828.00,4150000.00,827.50,3896500.00,2646500.00
dig-18,Poma,2026-02-20,195.60,72300000.00,187.71,42130000.00,34068238.00
dig-20,Prizzi,2026-02-20,638.00,9250000.00,637.81,7583296.35,6233296.35
dig-21,Ragoleto,2026-02-20,326.00,17160198.00,321.13,12491827.00,8991529.00
dig-22,Rosamarina,2026-02-20,164.00,73034250.00,155.75,45448036.00,36554568.00
dig-25,Santa Rosalia,2026-02-20,378.05,20000000.00,378.59,21190251.00,16147235.00
dig-26,Scanzano,2026-02-20,517.00,7312775.00,519.08,9393860.00,8356763.00
dig-31,Gammauta,2026-02-20,500.00,2000000.00,497.90,1762735.00,261263.00
