cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-06-09,950.00,30410000.00,947.60,25039801.31,23039801.31
dig-03,Castello,2025-06-09,292.65,19493500.00,283.77,9501600.00,5940748.75
dig-07,Fanaco,2025-06-09,677.50,20700000.00,662.93,5203584.00,4617267.00
dig-09,Garcia (M. Francese),2025-06-09,190.00,61000000.00,177.89,19736000.00,13736000.00
dig-17,Piana Degli Albanesi,2025-06-09,609.00,25000000.00,603.16,11361163.23,9361163.23
dig-12,Leone,2025-06-09,828.00,4150000.00,826.33,3298500.00,2048500.00
dig-18,Poma,2025-06-09,195.60,72300000.00,182.79,28172500.00,20021026.75
dig-20,Prizzi,2025-06-09,638.00,9250000.00,632.97,4145697.72,2645697.72
dig-21,Ragoleto,2025-06-09,326.00,17160198.00,317.09,9176606.00,5676318.00
dig-22,Rosamarina,2025-06-09,164.00,73034250.00,146.28,23511098.82,14566480.99
dig-25,Santa Rosalia,2025-06-09,378.05,20000000.00,371.34,13120805.08,8076599.00
dig-26,Scanzano,2025-06-09,517.00,7312775.00,516.62,6971835.36,5921952.35
