cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Àncipa,2025-05-15,950.00,30410000.00,947.41,24836371.35,22836371.35
dig-03,Castello,2025-05-15,292.65,19493500.00,283.89,9607200.00,6023206.00
dig-07,Fanaco,2025-05-15,677.50,20700000.00,663.14,5322158.00,4735841.00
dig-09,Garcia (M. Francese),2025-05-15,190.00,61000000.00,177.69,19256000.00,13256000.00
dig-17,Piana Degli Albanesi,2025-05-15,609.00,25000000.00,603.27,11285675.34,9285675.34
dig-12,Leone,2025-05-15,828.00,4150000.00,826.42,3339000.00,2089000.00
dig-18,Poma,2025-05-15,195.60,72300000.00,183.08,28970000.00,20733613.00
dig-20,Prizzi,2025-05-15,638.00,9250000.00,632.97,4145697.70,2645697.70
dig-21,Ragoleto,2025-05-15,326.00,17160198.00,317.18,9246192.00,5745904.00
dig-22,Rosamarina,2025-05-15,164.00,73034250.00,145.82,22672327.00,13692988.00
dig-25,Santa Rosalia,2025-05-15,378.05,21080000.00,371.54,13305920.00,8250364.00
dig-26,Scanzano,2025-05-15,517.00,7312775.00,516.63,6980687.00,5924268.00
